Class	Mol. Formula	C	H	N	DBE	Intensity
O4	C43H62O4	43	62	0	13	2306.340820
O4	C42H74O4	42	74	0	6	1344.689697
O4	C43H64O4	43	64	0	12	2552.433838
O4	C42H76O4	42	76	0	5	1365.153564
O4	C43H66O4	43	66	0	11	3024.083740
O4	C44H56O4	44	56	0	17	1163.634033
O4	C43H68O4	43	68	0	10	2408.219971
O4	C44H58O4	44	58	0	16	1388.566772
O4	C43H70O4	43	70	0	9	2520.560547
O4	C44H60O4	44	60	0	15	1427.224243
O4	C43H72O4	43	72	0	8	2157.614746
O4	C44H62O4	44	62	0	14	1630.385376
O4	C43H74O4	43	74	0	7	1708.422485
O4	C44H64O4	44	64	0	13	2403.163086
O4	C43H76O4	43	76	0	6	1623.675903
O4	C44H66O4	44	66	0	12	2232.592041
O4	C44H68O4	44	68	0	11	2520.743164
O4	C44H70O4	44	70	0	10	2672.445557
O4	C45H60O4	45	60	0	16	1334.116943
O4	C44H72O4	44	72	0	9	2124.408203
O4	C45H62O4	45	62	0	15	1519.881836
O4	C44H74O4	44	74	0	8	2148.657959
O4	C45H64O4	45	64	0	14	1668.906860
O4	C44H76O4	44	76	0	7	2155.633057
O4	C45H66O4	45	66	0	13	2286.414062
O4	C45H68O4	45	68	0	12	2425.157715
O4	C44H80O4	44	80	0	5	1143.354004
O4	C45H70O4	45	70	0	11	2408.113281
O4	C46H60O4	46	60	0	17	1367.560303
O4	C45H72O4	45	72	0	10	2515.851562
O4	C46H62O4	46	62	0	16	1234.020752
O4	C45H74O4	45	74	0	9	2223.331543
O4	C46H64O4	46	64	0	15	1951.540283
O4	C45H76O4	45	76	0	8	1850.133179
O4	C46H66O4	46	66	0	14	1564.061279
O4	C45H78O4	45	78	0	7	1745.440063
O4	C46H68O4	46	68	0	13	2104.219482
O4	C45H80O4	45	80	0	6	1200.544189
O4	C46H70O4	46	70	0	12	2047.469238
O4	C47H60O4	47	60	0	18	1296.675659
O4	C46H72O4	46	72	0	11	2027.742432
O4	C47H62O4	47	62	0	17	1251.643066
O4	C46H74O4	46	74	0	10	1577.157471
O4	C46H76O4	46	76	0	9	2030.796875
O4	C47H66O4	47	66	0	15	1580.829102
O4	C46H78O4	46	78	0	8	1933.499268
O4	C47H68O4	47	68	0	14	1580.121094
O4	C46H80O4	46	80	0	7	1757.207642
O4	C47H70O4	47	70	0	13	1647.277710
O4	C47H72O4	47	72	0	12	2445.819336
O4	C47H74O4	47	74	0	11	2106.197998
O4	C48H66O4	48	66	0	16	1279.643677
O4	C47H78O4	47	78	0	9	1902.113037
O4	C48H70O4	48	70	0	14	1580.736694
O4	C47H82O4	47	82	0	7	1547.570801
O4	C48H72O4	48	72	0	13	2041.521973
O4	C48H78O4	48	78	0	10	1953.827026
O4	C48H80O4	48	80	0	9	1610.133057
O4	C49H72O4	49	72	0	14	1428.437012
O4	C48H84O4	48	84	0	7	1724.393677
O4	C49H76O4	49	76	0	12	1275.360718
O4	C49H78O4	49	78	0	11	1653.311523
O4	C49H80O4	49	80	0	10	1662.524658
O4	C49H82O4	49	82	0	9	1723.224731
O4	C49H84O4	49	84	0	8	1345.775146
O4	C50H74O4	50	74	0	14	1144.110962
O4	C49H86O4	49	86	0	7	1606.505615
O4	C50H78O4	50	78	0	12	1725.631836
O4	C50H80O4	50	80	0	11	1648.065308
O4	C50H82O4	50	82	0	10	1440.838013
O4	C51H74O4	51	74	0	15	1179.196411
O4	C50H86O4	50	86	0	8	1404.090576
O4	C51H76O4	51	76	0	14	1212.989136
O4	C51H78O4	51	78	0	13	1327.025146
O4	C51H80O4	51	80	0	12	1132.155884
O4	C51H84O4	51	84	0	10	1446.237549
O4	C52H82O4	52	82	0	12	1282.741821
O4	C52H86O4	52	86	0	10	1329.529297
O4	C52H88O4	52	88	0	9	1164.978271
O4	C52H90O4	52	90	0	8	1179.173340
O4	C53H80O4	53	80	0	14	1129.495728
O4	C53H82O4	53	82	0	13	1454.676270
O4	C53H90O4	53	90	0	9	1383.774414
O4	C53H92O4	53	92	0	8	1135.381592
O4	C54H82O4	54	82	0	14	1297.380005
O4	C54H86O4	54	86	0	12	1699.234375
O4	C55H90O4	55	90	0	11	1151.854248
S	C36H50S	36	50	0	12	1764.482178
S	C37H48S	37	48	0	14	1314.704102
S	C38H54S	38	54	0	12	2206.629150
S	C38H56S	38	56	0	11	2412.678223
S	C38H64S	38	64	0	7	1686.003296
S	C39H54S	39	54	0	13	2363.455566
S	C40H48S	40	48	0	17	1384.863037
S	C39H60S	39	60	0	10	4350.714844
S	C40H52S	40	52	0	15	1554.682129
S	C39H66S	39	66	0	7	1651.211548
S	C40H58S	40	58	0	12	2295.754395
S	C41H58S	41	58	0	13	2894.610596
S	C42H54S	42	54	0	16	1759.766846
S	C42H56S	42	56	0	15	1759.725098
S	C42H58S	42	58	0	14	2089.414795
S	C41H70S	41	70	0	7	1723.150391
S	C42H68S	42	68	0	9	2052.694336
S	C43H62S	43	62	0	13	2108.508057
S	C43H66S	43	66	0	11	3025.278320
S	C44H56S	44	56	0	17	1182.548340
S	C44H58S	44	58	0	16	1627.749878
S	C43H70S	43	70	0	9	1731.008423
S	C44H60S	44	60	0	15	1307.334839
S	C43H72S	43	72	0	8	1498.842896
S	C44H62S	44	62	0	14	2225.371582
S	C43H74S	43	74	0	7	1350.274048
S	C44H64S	44	64	0	13	2709.577637
S	C44H66S	44	66	0	12	2158.585449
S	C45H58S	45	58	0	17	1208.637817
S	C45H60S	45	60	0	16	1136.484863
S	C44H72S	44	72	0	9	1834.022461
S	C44H76S	44	76	0	7	1147.037842
S	C45H66S	45	66	0	13	2286.405762
S	C45H68S	45	68	0	12	2411.389404
S	C45H70S	45	70	0	11	2949.401855
S	C46H60S	46	60	0	17	1207.862427
S	C45H72S	45	72	0	10	2069.766357
S	C46H62S	46	62	0	16	1443.743408
S	C45H74S	45	74	0	9	1823.467285
S	C46H64S	46	64	0	15	1478.355225
S	C46H66S	46	66	0	14	2086.583740
S	C46H70S	46	70	0	12	2173.258545
S	C47H62S	47	62	0	17	1285.387329
S	C46H74S	46	74	0	10	2066.107178
S	C47H64S	47	64	0	16	1565.647949
S	C47H66S	47	66	0	15	1517.735596
S	C46H78S	46	78	0	8	1229.349365
S	C47H70S	47	70	0	13	2161.167969
S	C47H72S	47	72	0	12	2142.917236
S	C47H74S	47	74	0	11	2149.762207
S	C48H64S	48	64	0	17	1228.724365
S	C47H76S	47	76	0	10	1805.421143
S	C48H66S	48	66	0	16	1376.072632
S	C47H78S	47	78	0	9	1353.303467
S	C48H68S	48	68	0	15	1659.371216
S	C48H70S	48	70	0	14	2011.960449
S	C48H72S	48	72	0	13	1742.362305
S	C48H74S	48	74	0	12	1875.486694
S	C48H76S	48	76	0	11	2213.508545
S	C48H78S	48	78	0	10	1857.490356
S	C48H80S	48	80	0	9	1566.823853
S	C49H70S	49	70	0	15	1676.576538
S	C49H72S	49	72	0	14	1928.390747
S	C49H76S	49	76	0	12	1855.844971
S	C50H66S	50	66	0	18	1259.745728
S	C49H80S	49	80	0	10	1328.066162
S	C50H70S	50	70	0	16	1162.921875
S	C50H72S	50	72	0	15	1481.804199
S	C50H76S	50	76	0	13	1812.164673
S	C50H78S	50	78	0	12	1936.657349
S	C50H80S	50	80	0	11	1340.599854
S	C51H72S	51	72	0	16	1389.309082
S	C51H74S	51	74	0	15	1609.406494
S	C51H76S	51	76	0	14	1214.441895
S	C51H78S	51	78	0	13	1475.241211
S	C51H80S	51	80	0	12	2220.475830
S	C51H82S	51	82	0	11	1333.161499
S	C51H84S	51	84	0	10	1213.299072
S	C52H76S	52	76	0	15	1212.558350
S	C52H78S	52	78	0	14	1549.916504
S	C52H80S	52	80	0	13	1436.540039
S	C52H82S	52	82	0	12	1263.119263
S	C52H86S	52	86	0	10	1224.985474
S	C53H84S	53	84	0	12	1556.485840
S	C53H86S	53	86	0	11	1199.658447
S	C54H82S	54	82	0	14	1290.070068
S	C54H84S	54	84	0	13	1265.735229
S	C55H82S	55	82	0	15	1190.629395
S	C55H88S	55	88	0	12	1252.654541
S	C56H88S	56	88	0	13	1167.666870
